Node,w_Node,DC,BC,CC,EC,C
2088,2088,0.0490341753343239,1.1498076068114056e-05,0.2631304574481949,0.0824694987265478,0.32894919070849243
2073,2073,0.0482912332838038,8.662498660287812e-06,0.2630790279497035,0.0822557446492564,0.3282393908004964
2131,2131,0.0490341753343239,1.697400542700466e-05,0.2631304574481949,0.0821330009192856,0.32803576105242027
2220,2220,0.0482912332838038,7.192507898063135e-06,0.2630790279497035,0.0821558981354793,0.32796672713014097
2604,2604,0.0485388806339772,1.5016353473009551e-05,0.263096168881939,0.0820704176747601,0.327779259441409
2309,2309,0.0492818226844972,2.563811193168281e-05,0.2631476050830889,0.082021824991743,0.32777882955819393
2590,2590,0.0487865279841505,9.814358384981505e-06,0.2631133120479572,0.0820021743665391,0.3276333684473275
2059,2059,0.0477959385834571,5.698009606767324e-06,0.2630447527848348,0.0820646782821739,0.32763278373790644
2369,2369,0.0487865279841505,1.0116862726430774e-05,0.2631133120479572,0.0817572071869911,0.32696405905878273
2611,2611,0.0512630014858841,3.770136741730742e-05,0.2632848666623198,0.0815464658495108,0.32682942515726005
2602,2602,0.0490341753343239,1.7202387833817157e-05,0.2631304574481949,0.0814938140802604,0.326288175485202
2607,2607,0.0482912332838038,9.4624460837597e-06,0.2630790279497035,0.0812453765364386,0.32547457180193146
2188,2188,0.0480435859336305,8.624614054224963e-06,0.2630618892508143,0.080965415424571,0.3246605993423587
2090,2090,0.0468053491827637,5.5063191091033404e-06,0.2629762292412895,0.0809975287720956,0.3245360010820739
2560,2560,0.0497771173848439,4.749728289739481e-05,0.2631819070585935,0.0807863931577275,0.3244832290256163
2201,2201,0.0470529965329371,6.426527679690906e-06,0.2629933567799922,0.0807426064680827,0.3238745778407747
1983,1983,0.0492818226844972,2.5672788453269383e-05,0.2631476050830889,0.080399174717345,0.32331668169647887
1946,1946,0.0473006438831104,7.29745761675149e-06,0.26301048654986,0.0803735605402167,0.3228951730915097
2586,2586,0.046310054482417,4.796326073868388e-06,0.2629419808556358,0.0804230904312914,0.32286224135413477
2324,2324,0.0487865279841505,5.113911268040703e-05,0.2631133120479572,0.0801825427597831,0.3226397801349012
1943,1943,0.0475482912332838,1.0939467004464003e-05,0.2630276185513288,0.0802561261179769,0.32261325395353996
2150,2150,0.0475482912332838,1.6439058852728304e-05,0.2630276185513288,0.0801548233973176,0.3223340221930167
2601,2601,0.0470529965329371,7.5047229081355956e-06,0.2629933567799922,0.0801425592037846,0.3222110832036411
2118,2118,0.0465577018325903,6.712147207619148e-06,0.2629591039333159,0.0800758860724455,0.32194042790465993
1938,1938,0.0468053491827637,7.296319413084938e-06,0.2629762292412895,0.0800101709843307,0.3218001018067127
2172,2172,0.0477959385834571,1.0658525110059083e-05,0.2630447527848348,0.0798921650120149,0.3216433088146171
1917,1917,0.0470529965329371,7.645647272384068e-06,0.2629933567799922,0.0797554366921079,0.32113255561353726
2030,2030,0.046310054482417,7.068610905678322e-06,0.2629419808556358,0.0796511143411626,0.3207134523165178
1962,1962,0.046310054482417,7.2316430506337e-06,0.2629419808556358,0.0795750251031552,0.3205007725523821
2331,2331,0.0470529965329371,1.0036571330333145e-05,0.2629933567799922,0.0794340053714841,0.3202349395627382
2542,2542,0.0485388806339772,0.001357023717765,0.2809629835791817,0.0789914178299847,0.3200695812796576
2624,2624,0.0465577018325903,2.742057500447806e-05,0.2629591039333159,0.0794020347506346,0.32006726511684125
2625,2625,0.0460624071322436,5.587701375417559e-06,0.2629248600078135,0.0792739308066386,0.3196142815223308
2593,2593,0.0458147597820703,4.948710593284079e-06,0.2629077413894133,0.0791299179612949,0.31916734406489805
2290,2290,0.0455671124318969,4.688751107706833e-06,0.262890625,0.0790392101795128,0.3188699571849689
2564,2564,0.0465577018325903,9.512819413383602e-06,0.2629591039333159,0.078951367088504,0.3187947503141598
2275,2275,0.0458147597820703,5.817970183908292e-06,0.2629077413894133,0.078910683427438,0.318551115949657
2428,2428,0.0473006438831104,1.3973558852207656e-05,0.26301048654986,0.0787252425365025,0.3182883555641967
2064,2064,0.0460624071322436,8.002095038000836e-06,0.2629248600078135,0.0786887006629601,0.3179689075852385
2615,2615,0.0458147597820703,6.947636157362954e-06,0.2629077413894133,0.0786456512583584,0.3178044743717468
2184,2184,0.0460624071322436,9.758362102206806e-06,0.2629248600078135,0.077996522079074,0.316010574365133
2104,2104,0.0448241703813769,4.857828325285148e-06,0.2628392892013279,0.0775999375515807,0.3146670473779084
2414,2414,0.0453194650817236,8.140215083049222e-06,0.262873510839138,0.0775519009733941,0.3146164346911794
2323,2323,0.0453194650817236,5.85621386413054e-06,0.262873510839138,0.0773340430795358,0.3139934714861108
2103,2103,0.0455671124318969,1.0416272049877315e-05,0.262890625,0.0772284954868321,0.3137362674458252
2326,2326,0.0445765230312035,6.331375636186109e-06,0.2628221817235095,0.0770155858052249,0.31295413682644374
2500,2500,0.0448241703813769,5.508038768576057e-06,0.2628392892013279,0.0769494641992962,0.31280671078475386
2271,2271,0.0445765230312035,6.959869280100346e-06,0.2628221817235095,0.0769418874107521,0.31274297660540334
2139,2139,0.0440812283308568,4.83282232894074e-06,0.2627879734478719,0.0768207177600816,0.3123092751156461
2492,2492,0.0440812283308568,5.161481668055142e-06,0.2627879734478719,0.076377277379255,0.3110325542079389
2543,2543,0.0728083209509658,0.0076046266573784,0.2912999567162025,0.0728713059784168,0.31017542715407903
2354,2354,0.0438335809806835,4.84681980959418e-06,0.2627708726491833,0.0760109825376081,0.30993115604818267
2600,2600,0.0450718177315502,8.141744068717398e-06,0.2628563989063924,0.0758289968933585,0.30961919232927904
2395,2395,0.0443288756810302,1.8806028525496173e-05,0.2628050764725024,0.0757402652303627,0.3092372680109236
2339,2339,0.0450718177315502,1.0374387221676618e-05,0.2628563989063924,0.0756717835693657,0.3091640078606492
2381,2381,0.0435859336305101,5.53723316887913e-06,0.2627537740760021,0.0756062171683842,0.30871462271120453
2093,2093,0.0438335809806835,1.6200513142052278e-05,0.2627708726491833,0.0755791438725653,0.308682764949448
2409,2409,0.0440812283308568,7.5191076024640605e-06,0.2627879734478719,0.0755488267805139,0.3086338670637141
1984,1984,0.0440812283308568,9.019183517630316e-06,0.2627879734478719,0.0754725347313164,0.30841255377008153
2526,2526,0.0473006438831104,5.284346818710049e-05,0.26301048654986,0.0752300900675718,0.30828950108189057
2356,2356,0.0425953442298167,3.4412122356037043e-06,0.2626854020296643,0.0752514635905524,0.30751113445847483
2045,2045,0.0435859336305101,4.644707867636602e-06,0.2627537740760021,0.0751869617707856,0.3074932367907219
1971,1971,0.0435859336305101,6.903631075145206e-06,0.2627537740760021,0.0747318395253021,0.30616328350078315
2376,2376,0.0443288756810302,1.608921947983375e-05,0.2628050764725024,0.0746189793890566,0.30596503749943627
2630,2630,0.04284299157999,4.981018412158792e-06,0.2627024917051591,0.0743801236260104,0.3050019305527296
2043,2043,0.0430906389301634,5.448329641846768e-06,0.2627195836044242,0.0743262808771032,0.30488641895975827
2553,2553,0.04284299157999,1.1627476728218924e-05,0.2627024917051591,0.0741109484166874,0.3042120078245866
2140,2140,0.0423476968796433,4.597801729423192e-06,0.262668314577506,0.0738886317043859,0.3034678753494934
1979,1979,0.0435859336305101,6.7915195757114e-06,0.2627537740760021,0.0738082932829978,0.3034454853243642
2033,2033,0.04284299157999,4.9188803348772615e-06,0.2627024917051591,0.0737223410723166,0.3030617263827786
2374,2374,0.0416047548291233,3.22611377804697e-06,0.2626170655567117,0.0734535078263542,0.30205158996244275
2655,2655,0.0416047548291233,3.771215321406496e-06,0.2626170655567117,0.0733914138726662,0.301867502473957
2124,2124,0.0418524021792966,4.473868526686788e-06,0.2626341463414634,0.0731321017734153,0.3011395049459734
2200,2200,0.04284299157999,7.227616617400758e-06,0.2627024917051591,0.0728482262223865,0.3004662851102463
2363,2363,0.0413571074789499,4.236000020474717e-06,0.2625999869935618,0.072851154480822,0.30021724140427564
2278,2278,0.0430906389301634,4.054038776231479e-05,0.2627195836044242,0.0726193098682079,0.2998391493378839
2460,2460,0.0418524021792966,5.023269605606983e-06,0.2626341463414634,0.072692269059163,0.2998283159459363
2190,2190,0.0416047548291233,3.828848132015591e-06,0.2626170655567117,0.0726103166448698,0.29954024264690676
2352,2352,0.0416047548291233,4.112609047878228e-06,0.2626170655567117,0.0726048102347871,0.2995238881231798
2638,2638,0.0411094601287766,3.159922209266239e-06,0.2625829106515802,0.0725045649615507,0.2991385257751086
2108,2108,0.0406141654284299,2.6955522996800763e-06,0.2625487646293888,0.0723426008694047,0.29856838070359226
2578,2578,0.0406141654284299,3.236833154892345e-06,0.2625487646293888,0.0719970826894994,0.2975309190030896
2559,2559,0.0408618127786032,3.4317290906614658e-06,0.2625658365303335,0.0719398876118792,0.2974013614623274
1966,1966,0.0425953442298167,2.1236977732644797e-05,0.2626854020296643,0.0711231445361453,0.2952435783550772
2423,2423,0.0408618127786032,4.254699369632249e-06,0.2625658365303335,0.0711961148053886,0.2951560505302704
2520,2520,0.0408618127786032,6.780524627022979e-06,0.2625658365303335,0.0711939474892503,0.2951504570361653
2074,2074,0.0401188707280832,2.9057177838655637e-06,0.2625146274866727,0.071011412685284,0.294467667993763
2549,2549,0.0398712233779098,2.7849968421145174e-06,0.2624975622440356,0.0709304471335571,0.29417935641688125
2619,2619,0.0406141654284299,4.370605129800071e-06,0.2625487646293888,0.0703761169835631,0.29261999918284604
2404,2404,0.04210004952947,1.1396184901582729e-05,0.2626512293482503,0.070113553591642,0.2920803657403821
2069,2069,0.0416047548291233,1.5995407199811154e-05,0.2626170655567117,0.0701059139079519,0.29197165344838094
2037,2037,0.04284299157999,2.8834271904733004e-05,0.2627024917051591,0.0694745538649096,0.29026026456272375
2446,2446,0.0398712233779098,3.701679546748992e-06,0.2624975622440356,0.0696130993626535,0.2901543336774693
2482,2482,0.0396235760277365,5.316910134912268e-06,0.2624804992199688,0.0695207149366065,0.28982812831595994
2550,2550,0.0401188707280832,1.609734562293153e-05,0.2625146274866727,0.0694843426142148,0.2898059555791647
2370,2370,0.0391282813273898,2.8744193152211e-06,0.2624463798258157,0.0694258078771771,0.28944989687484346
2020,2020,0.0391282813273898,2.8134123545254283e-06,0.2624463798258157,0.0693891609007791,0.28933699758833975
1918,1918,0.0398712233779098,4.731491102467617e-06,0.2624975622440356,0.0692334913410061,0.2889860219970993
2154,2154,0.0396235760277365,7.3335027009264925e-06,0.2624804992199688,0.0692196612471683,0.28890150229245165
2121,2121,0.0391282813273898,6.139155365168619e-06,0.2624463798258157,0.0692246425929549,0.2888310733730461
2112,2112,0.0396235760277365,5.24169174900105e-06,0.2624804992199688,0.0686497885565575,0.287138489655503
2308,2308,0.038632986627043,2.7420659271636185e-06,0.2624122693007538,0.0685845088908835,0.2867640923023891
2253,2253,0.0388806339772164,4.047529425358448e-06,0.2624293234548644,0.0678721262421492,0.2845898782421361
2299,2299,0.0383853392768697,3.847450724922604e-06,0.2623952173630515,0.0674914558529071,0.2833135757159629
2408,2408,0.037890044576523,2.572339214280752e-06,0.2623611201351439,0.0674317734750406,0.28304077904189834
2005,2005,0.0383853392768697,3.2420725314448437e-06,0.2623952173630515,0.0673732375658498,0.2829427606729032
2573,2573,0.0376423972263496,4.622428175009072e-06,0.2623440748440748,0.0669665036982108,0.28153715621513314
2654,2654,0.0373947498761763,2.174733385192129e-06,0.2623270317676866,0.0668672345560307,0.28118106485423533
2551,2551,0.0391282813273898,1.011315539412869e-05,0.2624463798258157,0.0667534339507568,0.2811256756866137
1929,1929,0.0373947498761763,2.63517900995182e-06,0.2623270317676866,0.0666964982521283,0.28064276544152966
2561,2561,0.0383853392768697,6.913939145137403e-06,0.2623952173630515,0.0665863142247585,0.2804675884806957
2276,2276,0.0381376919266963,3.795008278762737e-06,0.2623781676413255,0.0665970649230398,0.28045740314682055
2095,2095,0.0381376919266963,1.025135336432575e-05,0.2623781676413255,0.0665160445945669,0.28020384720272734
2348,2348,0.0373947498761763,7.403053072651688e-06,0.2623270317676866,0.0662186079775666,0.27913312172715093
2257,2257,0.0383853392768697,4.435501432112925e-06,0.2623952173630515,0.066053631964956,0.27878070521928555
2504,2504,0.0373947498761763,3.876974084766275e-06,0.2623270317676866,0.0656696714096032,0.27738805301317015
2359,2359,0.0364041604754829,1.9152421957466326e-06,0.2622588816003117,0.0653752237822496,0.27627791052984924
2433,2433,0.0364041604754829,8.22932515978524e-06,0.2622588816003117,0.0647704049612181,0.27434374694091535
1986,1986,0.037890044576523,6.5215868043369255e-06,0.2623611201351439,0.0644583137673187,0.2735987324352175
2122,2122,0.0361565131253095,2.3180560389545204e-06,0.2622418495908559,0.0640865236578633,0.2720972296306196
2083,2083,0.0364041604754829,3.480879039971858e-06,0.2622588816003117,0.0640362654395071,0.2719781230459182
2430,2430,0.0361565131253095,4.815758153909195e-06,0.2622418495908559,0.0635272511157881,0.270288008632758
2468,2468,0.0438335809806835,0.001212879564389,0.2810020876826722,0.062824855842996,0.2701822779060791
2040,2040,0.0376423972263496,1.6572281628448382e-05,0.2623440748440748,0.0632704120049468,0.26971854161983444
2307,2307,0.0349182763744427,2.006373340695297e-06,0.2621567227163539,0.062592336979749,0.2670277275758245
2495,2495,0.0359088657751362,3.0509150278473864e-06,0.2622248197934931,0.0622688984018631,0.26614023385222546
2386,2386,0.034422981674096,3.0489515958192247e-06,0.2621226874391431,0.0622037429563594,0.2656697929415177
2546,2546,0.0356612184249628,4.213965289319457e-06,0.2622077922077922,0.0621283543375104,0.2656363803624808
2212,2212,0.0346706290242694,1.947633014335382e-06,0.262139703972994,0.0620910893699362,0.2653418941095316
2521,2521,0.0349182763744427,4.9975895494544445e-06,0.2621567227163539,0.061782134530597,0.2643693471706724
2539,2539,0.0346706290242694,2.2745646746918084e-06,0.262139703972994,0.0617080948782264,0.2640817195080777
2063,2063,0.0349182763744427,7.138054760472401e-06,0.2621567227163539,0.0608702222619472,0.26135540896837783
2469,2469,0.0334323922734026,1.511645781761177e-06,0.2620546433902265,0.0608964720852225,0.2611845558900425
0,0,0.0859336305101535,0.1463059214744291,0.3533426671333566,3.391796172270201e-05,0.26115064267510424
2086,2086,0.033680039623576,2.38536708803132e-06,0.2620716510903427,0.0601848662880295,0.25885816078701906
2485,2485,0.0339276869737493,2.56334207035282e-06,0.2620886609982475,0.0601190844794819,0.25868124966503026
2115,2115,0.033680039623576,2.574685139557961e-06,0.2620716510903427,0.060127190721601,0.2586656155133007
1997,1997,0.0334323922734026,1.9542429839972462e-06,0.2620546433902265,0.0599086753859862,0.2578921982866951
2109,2109,0.0334323922734026,1.6783172765735064e-06,0.2620546433902265,0.0597588871310363,0.25739050930880025
2575,2575,0.0349182763744427,9.695920339491857e-06,0.2621567227163539,0.0593991204336947,0.2564453228203383
2216,2216,0.0329370975730559,2.798709137308911e-06,0.262020634611641,0.0587369408996298,0.2538667504914469
2334,2334,0.034422981674096,1.462459629823772e-05,0.2621226874391431,0.0574749187460236,0.24984627680457078
2467,2467,0.0321941555225359,1.805283577958442e-06,0.2619696379914363,0.0574164097746712,0.2492514985245689
2646,2646,0.0334323922734026,7.687559988176912e-06,0.2620546433902265,0.0572335650860691,0.2488441978477682
2261,2261,0.0319465081723625,1.6742582048751322e-06,0.2619526435290301,0.0572492502184024,0.24863734882062363
2556,2556,0.0324418028727092,2.7663959624033243e-06,0.261986634659054,0.0569521224682355,0.24770569299467557
2084,2084,0.0349182763744427,2.225846142716137e-05,0.2621567227163539,0.0566174707245477,0.2470033878443856
2623,2623,0.0321941555225359,5.8321915968249375e-06,0.2619696379914363,0.056516499199531,0.24616748198203428
2077,2077,0.0312035661218424,1.3951313965415185e-06,0.2619016733687897,0.0565324896080801,0.24605030140499332
1085,1085,0.0163447251114413,0.149015092116653,0.357851825593761,3.164082069220599e-06,0.24602459356450881
2165,2165,0.0316988608221892,3.679360463345202e-06,0.2619356512714063,0.0560369346943386,0.24442751359135192
2046,2046,0.0304606240713224,1.065509985321038e-06,0.2618507230400104,0.0557458667090581,0.24320723902159616
2484,2484,0.0312035661218424,2.3402269132920173e-06,0.2619016733687897,0.055448922159267,0.2423052355917015
1953,1953,0.0304606240713224,1.314268052777739e-06,0.2618507230400104,0.0548994664187559,0.24026540150100598
2237,2237,0.0307082714214957,2.3377594327282096e-06,0.2618677042801556,0.0548389216147696,0.24009710502132162
2329,2329,0.0307082714214957,5.530691208623755e-06,0.2618677042801556,0.054646920789168,0.23942783746431012
1925,1925,0.0309559187716691,5.538938797403366e-06,0.2618846877229392,0.0545888926131496,0.2392679000043616
1941,1941,0.0552253590886577,0.00172709586896,0.2820620284995809,0.0516811795764891,0.23522507786885405
2506,2506,0.0307082714214957,7.79065698738438e-06,0.2618677042801556,0.0533368416804599,0.23482833095158373
2579,2579,0.0287270926201089,9.267120730557378e-07,0.2617319159968888,0.0524510470324626,0.23134645380884197
2418,2418,0.0289747399702823,1.1100376308989708e-06,0.2617488818305568,0.0523144384173758,0.2309027186243054
2098,2098,0.0289747399702823,1.3554474271402845e-06,0.2617488818305568,0.0517898415536284,0.22903176842310363
2306,2306,0.0279841505695889,8.841933683926132e-07,0.2616810316894563,0.0509502687810579,0.2258515888623597
2631,2631,0.0287270926201089,4.372800673107033e-06,0.2617319159968888,0.0505030222863094,0.22436876555585583
2477,2477,0.0279841505695889,1.2688523003371227e-06,0.2616810316894563,0.0501037901566019,0.2227965307887716
2552,2552,0.0277365032194155,1.56934722628211e-06,0.2616640746500777,0.0500943233658396,0.2227199230906266
2563,2563,0.0272412085190688,1.4973735505414455e-06,0.2616301671634055,0.0487439509231149,0.21771998807292828
2532,2532,0.0262506191183754,1.064377528747195e-06,0.2615623785464438,0.0482987518755693,0.2159194826416019
2489,2489,0.0267459138187221,2.3330900876646205e-06,0.2615962684633324,0.0476062909727322,0.2134555210794462
2300,2300,0.030212976721149,1.7797942664943072e-05,0.2618337440020749,0.0472734927427492,0.21285133707109985
2213,2213,0.0255076770678553,1.130976788534601e-06,0.2615115601321158,0.0455645840824264,0.20565224436293855
2574,2574,0.0255076770678553,1.5622735153356171e-06,0.2615115601321158,0.0446695335633236,0.20228918192752962
2060,2060,0.0262506191183754,2.4477789261318644e-05,0.2615623785464438,0.0444554322280795,0.2016180439358107
2056,2056,0.0284794452699356,1.9748971750701195e-05,0.2617149523624343,0.0440772596517041,0.20059372200782907
2591,2591,0.0237741456166419,7.670818103006261e-07,0.2613930605903677,0.0430349228348563,0.19579269817811418
2210,2210,0.0242694403169886,1.5197248247867006e-05,0.2614269066424964,0.0423745150268523,0.1933562908964257
2554,2554,0.0230312035661218,1.0667985366196193e-06,0.2613423079412336,0.0423723276768436,0.19313308554506817
698,698,0.016840019811788,0.115330450205608,0.2711887172599059,1.1168762919222951e-09,0.19196795542582717
2179,2179,0.0232788509162951,1.397517710334338e-06,0.2613592233009709,0.0419426640246395,0.19152523634271504
2392,2392,0.0227835562159484,6.615877308709335e-06,0.2613253947709034,0.0407195842740125,0.18671981815427618
2462,2462,0.0237741456166419,1.2623445922610715e-05,0.2613930605903677,0.0400670466462361,0.18435832184073156
2407,2407,0.0220406141654284,1.076475192953402e-06,0.2612746683921061,0.0399728554545557,0.18368932126958432
2164,2164,0.0227835562159484,1.7842889961039209e-06,0.2613253947709034,0.0397659236567606,0.18300925906750848
1989,1989,0.0215453194650817,1.4463545931770982e-06,0.2612408617454875,0.0386981481457672,0.17861529549677574
1963,1963,0.0212976721149083,1.1588798784941195e-06,0.2612239617026782,0.038466541996545,0.17766202946869802
2353,2353,0.0212976721149083,1.0855505759016515e-06,0.2612239617026782,0.0379370788608123,0.1755734205985789
2499,2499,0.0230312035661218,1.148600070500809e-05,0.2613423079412336,0.036828316084474,0.17148718726952325
567,567,0.0156017830609212,0.0963103312185621,0.3288809252321225,9.932294827390031e-06,0.16511921373017635
2606,2606,0.0185735512630014,3.198859292801205e-07,0.2610382054431444,0.0345379598427259,0.16153148711243703
2136,2136,0.0183259039128281,6.940104856185388e-07,0.2610213316095669,0.0325115543163525,0.15324943014836837
2478,2478,0.0230312035661218,1.89921088360088e-05,0.2613423079412336,0.0321868689888613,0.15279147848020996
2429,2429,0.0212976721149083,1.2199514297778768e-05,0.2612239617026782,0.0320750515960179,0.15199710199110225
58,58,0.0029717682020802,0.0843602059079648,0.3974018305284913,0.0005898120154985,0.15112349539698416
2055,2055,0.0180782565626547,1.7761817224150212e-06,0.2610044599573395,0.0317820187778246,0.15021673316392373
2058,2058,0.0188211986131748,6.83835490216777e-06,0.2610550814584949,0.0307332297121233,0.14602642780660416
2287,2287,0.016840019811788,3.709500204616049e-06,0.2609201344016542,0.0304629866615264,0.14456744090002296
2391,2391,0.0178306092124814,1.0273090215554836e-05,0.2609875904860393,0.0264319422992021,0.12787736539252872
428,428,0.0284794452699356,0.0643090623932386,0.3948371956585509,0.0005990064686115,0.12661195032016861
2536,2536,0.0156017830609212,5.6675784993249885e-06,0.2608358633163232,0.0259796677344777,0.12555747998849864
563,563,0.0225359088657751,0.0627802284724078,0.3939127889961955,0.000601194972395,0.12274345856699004
2311,2311,0.012630014858841,1.053429084647668e-06,0.2606338346349964,0.0213814309923716,0.10532128492430604
414,414,0.0393759286775631,0.0476333729717234,0.3695433330282786,1.2134149798971189e-05,0.10530439642864688
2258,2258,0.0121347201584943,5.807968042853031e-07,0.2606001936108422,0.0213067234586487,0.10491466318525391
348,348,0.0567112431896978,0.037998097480919,0.3699157200439721,1.45877999433458e-05,0.10414366087250342
860,860,0.0004952947003467,0.0578259068709116,0.314927468413664,4.601211633682454e-08,0.10336221002744098
1577,1577,0.04210004952947,0.0397847050293703,0.3571870853604599,0.0071622744965682,0.10304934776912576
1718,1718,0.0383853392768697,0.0373428706779622,0.3566507684154743,0.0045246142054302,0.09416490493324924
2007,2007,0.0423476968796433,0.0014232040667628,0.2887379335001788,0.0152320403811939,0.09271653246752144
483,483,0.0572065378900445,0.0103082659269534,0.3698479575013739,1.3857003001596636e-05,0.08378835379454412
2576,2576,0.0111441307578008,2.6871247089350603e-06,0.2605329376088779,0.0163907445201651,0.08327473417350643
1888,1888,0.0629024269440317,0.0001184330293819,0.3212921705919796,0.0001060441271848,0.07930740886751081
1663,1663,0.0581971272907379,0.0011001111788031,0.3391852162956741,0.0001285378034831,0.07756686683619904
1465,1465,0.0267459138187221,0.024571838924158,0.3546149117414595,0.0061477978692008,0.0774753812447067
1352,1352,0.0579494799405646,0.0011108897670658,0.3391567277003192,0.0001270981616577,0.07734887519602403
1800,1800,0.0606736007924715,0.0001528219412447,0.3215992354252946,0.0001019310250631,0.07732023716541088
2047,2047,0.0507677067855373,0.0014761342550475,0.2817078275429049,0.0075200782447948,0.07364818888462395
2387,2387,0.0123823675086676,7.923228953080643e-06,0.2606170130373048,0.0141147959458835,0.07357344214931996
1730,1730,0.0559683011391778,0.0001366811828084,0.3211133200795228,9.479057866113333e-05,0.07301242688156048
2189,2189,0.0279841505695889,0.0010028141032886,0.2874021352313167,0.0119878382698614,0.07295590244223127
2384,2384,0.0465577018325903,0.0004494548363578,0.2882432721821686,0.0080613189682387,0.07213073206804883
2613,2613,0.0076770678553739,1.0744070523427025e-07,0.2602978147360278,0.0139194870909288,0.07182199477265724
1431,1431,0.0544824170381376,0.000154183319463,0.3204253293128075,9.482296617386277e-05,0.07159393643512382
2021,2021,0.0076770678553739,9.704833077369498e-08,0.2602978147360278,0.0137968605714035,0.07128237772357587
1199,1199,0.0537394749876176,6.814670861894296e-05,0.3203490678302261,9.502319493290466e-05,0.07091325504602627
686,686,0.04210004952947,0.0297218983751225,0.2169101847872797,9.35331448486943e-12,0.07035484018886756
136,136,0.0329370975730559,0.026870359787398,0.2941862159405508,0.0038943746484735,0.07031084682956691
2081,2081,0.0425953442298167,0.0004550816425702,0.2887585812356979,0.0084774011399975,0.07029101787320678
1584,1584,0.0522535908865775,0.000264025582605,0.3212921705919796,8.985238444397482e-05,0.0697464157435964
1126,1126,0.0490341753343239,0.0009168876828291,0.3381343158599899,0.0001167812853895,0.06957645409648006
1768,1768,0.0517582961862308,0.000112006906549,0.3206797966963151,8.842005358061339e-05,0.06920786722568072
2111,2111,0.0455671124318969,0.0004123323526304,0.2890065845977669,0.00713510739723,0.06908365779732924
2449,2449,0.0113917781079742,5.486938546598669e-06,0.2605497483546264,0.0130875045435235,0.06887811035056514
1086,1086,0.0507677067855373,0.0006036875550108,0.322240842710079,7.799643740541659e-05,0.06861093237371878
1589,1589,0.0507677067855373,4.930301749291871e-05,0.3200443845605136,9.271249007486712e-05,0.0682406707482746
1621,1621,0.0468053491827637,0.0008622883580861,0.3378796753409756,0.000113663075687,0.06768748635603385
1746,1746,0.0500247647350173,7.035702440811052e-05,0.3199683042789223,8.855613042752986e-05,0.06757923189914862
2199,2199,0.0433382862803368,0.0005837110011021,0.2888205421643659,0.0072171623772843,0.06751122328267502
2147,2147,0.0101535413571074,3.949510938653606e-06,0.2604657163129716,0.0128092551710858,0.06740069026195378
1827,1827,0.0497771173848439,8.406833502583755e-05,0.3199429522224863,8.586535642076946e-05,0.06735961347594437
2328,2328,0.0411094601287766,0.0003440322304781,0.2817471392687692,0.0077920824576967,0.0664683528784963
1835,1835,0.0450718177315502,0.0008210014088706,0.3384177003017097,0.0001082919681181,0.06635928267814648
1376,1376,0.0450718177315502,0.0007910239758386,0.3382192813468465,0.0001104742382416,0.06632308294233413
1804,1804,0.0482912332838038,4.42080019654482e-05,0.3197909242100261,8.702127956672256e-05,0.06603902072334188
1390,1390,0.0477959385834571,4.9723836293144135e-05,0.3197402803072294,8.652135477337972e-05,0.06560249670492803
