Node,w_Node,DC,BC,CC,EC
111,111,0.003467062902426944,1.5294230468062708e-06,0.26132539477090344,2.2883459016186963e-07
112,112,0.0007429420505200594,0.0,0.2611394942766604,2.130829117045202e-07
113,113,0.009905894006934125,5.229334396770685e-06,0.2617658498638662,1.5024273155549714e-06
114,114,0.00024764735017335313,0.0,0.26110572259941806,2.1031233303459666e-07
115,115,0.005200594353640416,3.3336831770046665e-06,0.2614438329556491,2.3881877710848615e-07
116,116,0.004210004952947003,1.155762168033134e-06,0.2613761408505405,2.3335209685156938e-07
117,117,0.0014858841010401188,2.095933729070159e-07,0.26119016817593793,3.927631429000689e-07
118,118,0.008915304606240713,5.694459451841912e-06,0.26169799092676604,1.2615924480514825e-06
119,119,0.015354135710747894,0.0015229358857941754,0.2801054384017758,2.0670379385755196e-06
120,120,0.0009905894006934125,4.473603006040935e-05,0.27446982055464925,2.4215678841668653e-05
121,121,0.0029717682020802376,1.0410849313922507e-06,0.2612915749967646,7.413493831688895e-07
122,122,0.015601783060921248,0.0007457760472154909,0.27557496758343003,2.6275054685395072e-05
123,123,0.004457652303120356,4.922689779281791e-07,0.2613930605903677,8.351280919517663e-07
124,124,0.0009905894006934125,1.6358507153718312e-07,0.26115638339154057,2.2445903442673028e-07
125,125,0.0009905894006934125,8.2362839065918e-06,0.27446982055464925,2.43671233741304e-05
126,126,0.001733531451213472,1.686971050227201e-07,0.2612070638463031,3.9253767861127476e-07
127,127,0.00396235760277365,6.370611703673157e-07,0.2613592233009709,4.112819163506725e-07
128,128,0.006934125804853888,2.4337383726394154e-06,0.2615623785464438,1.5434415237660647e-06
129,129,0.001733531451213472,4.498589467272537e-08,0.2612070638463031,5.528361634802619e-07
130,130,0.00396235760277365,2.527390717096562e-06,0.2613592233009709,6.088185760204503e-07
131,131,0.001733531451213472,0.0,0.2612070638463031,2.1871799866693316e-07
132,132,0.00396235760277365,1.983731020051308e-06,0.2613592233009709,6.37245813377061e-07
133,133,0.004457652303120356,1.8046406979714436e-06,0.2613930605903677,6.703645332316179e-07
134,134,0.0047052996532937095,6.323857056647831e-07,0.2614099825208778,1.0052301487235235e-06
135,135,0.0024764735017335313,0.0,0.26125776397515527,2.330970230012664e-07
136,136,0.03293709757305597,0.026870359787398053,0.2941862159405508,0.00389437464847358
137,137,0.00396235760277365,2.113265956887789e-06,0.2613592233009709,2.315517663714835e-07
138,138,0.0004952947003467063,0.0,0.26112260734609416,2.117508593464441e-07
139,139,0.002228826151560178,1.2268880365288736e-08,0.2612408617454875,2.3287761152211187e-07
140,140,0.0027241208519068845,9.16271144741008e-08,0.2612746683921061,2.249020295067922e-07
141,141,0.006934125804853888,2.6854718971158224e-06,0.2615623785464438,1.0678734136582829e-06
142,142,0.010648836057454186,5.167781965397462e-06,0.261816767165921,2.0058320647541407e-06
143,143,0.0029717682020802376,1.1515220571420997e-06,0.2612915749967646,2.2557970819250845e-07
144,144,0.003714710252600297,8.436846952494006e-07,0.2613423079412336,2.305236184409256e-07
145,145,0.0004952947003467063,0.0,0.26112260734609416,2.1163531066753916e-07
146,146,0.0024764735017335313,0.000141354407287742,0.27458180334557325,2.455092978679452e-05
147,147,0.0014858841010401188,2.4537760730577472e-08,0.26119016817593793,2.1709041695161263e-07
148,148,0.004952947003467063,2.4037945179865694e-06,0.26142690664249646,6.646870160904736e-07
149,149,0.003467062902426944,3.6641108583001195e-07,0.26132539477090344,2.28960556049616e-07
150,150,0.0027241208519068845,9.524858913463719e-05,0.2791179926729799,4.4159545758983443e-07
151,151,0.001733531451213472,3.4080223236913156e-08,0.2612070638463031,2.1904032885314403e-07
152,152,0.0012382367508667657,1.8403320547933104e-07,0.2611732746911584,3.711546319119012e-07
153,153,0.0004952947003467063,0.0,0.26112260734609416,2.2060595804479308e-07
154,154,0.0004952947003467063,0.0,0.26112260734609416,2.1166094245479166e-07
155,155,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,2.130824071472065e-07
156,156,0.0029717682020802376,0.00016527424249422466,0.27461915125136016,2.4579904124867865e-05
157,157,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,2.1303025769127772e-07
158,158,0.006191183754333828,4.792698586965206e-06,0.2615115601321158,1.1780556141717562e-06
159,159,0.003467062902426944,1.151331739012335e-06,0.26132539477090344,4.3496795749773475e-07
160,160,0.0004952947003467063,0.0,0.26112260734609416,2.1374245591388144e-07
161,161,0.006191183754333828,2.4042212720527196e-06,0.2615115601321158,1.9606496195465963e-06
162,162,0.001981178801386825,5.842323983470826e-08,0.2612239617026782,2.2043825115584638e-07
163,163,0.0014858841010401188,2.5290532925679884e-05,0.2676121678043608,2.3535402307354674e-07
164,164,0.0007429420505200594,1.7526971950412477e-08,0.2611394942766604,3.761981852660197e-07
165,165,0.0027241208519068845,3.3803819101741307e-07,0.2612746683921061,5.936055623191569e-07
166,166,0.0009905894006934125,4.3671371776444415e-07,0.2677186236159915,2.1717063788057475e-07
167,167,0.001733531451213472,4.498589467272537e-08,0.2612070638463031,2.1862563470844002e-07
168,168,0.0027241208519068845,3.1351705266406723e-07,0.2612746683921061,7.453441029602216e-07
169,169,0.009410599306587419,0.0004022004787300702,0.27510560021801334,2.5749071292822103e-05
170,170,0.011391778107974244,1.2076646755280126e-05,0.26186770428015566,1.8442210668047118e-06
171,171,0.005448241703813769,0.015492407332440639,0.37049270575282134,6.169412033699879e-06
172,172,0.010153541357107478,8.376867955345824e-06,0.26178282009724474,1.1306354099890156e-06
173,173,0.0029717682020802376,0.0036310041038157157,0.28904795991410165,5.20232937297206e-07
174,174,0.0009905894006934125,4.089626788429578e-08,0.26115638339154057,2.143985756358222e-07
175,175,0.004210004952947003,3.309676536636223e-06,0.2613761408505405,2.4875822258791426e-07
176,176,0.003467062902426944,3.2067729765384276e-07,0.26132539477090344,4.993987532397147e-07
177,177,0.0027241208519068845,3.111037521198216e-07,0.2612746683921061,2.242984638524588e-07
178,178,0.0032194155522535907,1.3712597154786128e-06,0.2613084837895554,6.041528426876911e-07
179,179,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604,2.1294201190852726e-07
180,180,0.004952947003467063,9.112055842871576e-07,0.26142690664249646,2.641380407986715e-07
181,181,0.0024764735017335313,1.8403320547933104e-07,0.26125776397515527,2.2364157028893605e-07
182,182,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,2.1295915113824532e-07
183,183,0.0004952947003467063,0.0,0.26112260734609416,2.144548122164338e-07
184,184,0.004457652303120356,1.2725037854772063e-06,0.2613930605903677,4.2008582516178646e-07
185,185,0.0064388311045071814,2.828334869845182e-06,0.26152849740932643,1.5087404162585571e-06
186,186,0.010896483407627538,8.069594875170074e-06,0.26183374400207493,1.689152601399593e-06
187,187,0.00396235760277365,4.0825673136162185e-07,0.2613592233009709,2.492503554539716e-07
188,188,0.01188707280832095,1.0395368746413048e-05,0.2619016733687897,1.999968173949832e-06
189,189,0.001733531451213472,1.2821395685548784e-05,0.2790408403012922,2.713065606170404e-07
190,190,0.0009905894006934125,1.8403320547933104e-07,0.26115638339154057,2.1584895599947877e-07
191,191,0.0007429420505200594,0.0,0.2611394942766604,2.1982754613143587e-07
192,192,0.0012382367508667657,3.680664109586621e-07,0.2611732746911584,2.1575775006800953e-07
193,193,0.0012382367508667657,1.8403320547933104e-07,0.2611732746911584,2.1573220907409644e-07
194,194,0.0047052996532937095,4.3451620726611605e-07,0.2614099825208778,2.576242819618544e-07
195,195,0.002228826151560178,0.0,0.2612408617454875,2.2135803346558037e-07
196,196,0.0032194155522535907,9.79246528679504e-07,0.2613084837895554,5.601583078615533e-07
197,197,0.00396235760277365,5.392921255516175e-07,0.2613592233009709,4.1573947735938925e-07
198,198,0.0029717682020802376,0.0016628780885075156,0.2854920814479638,3.555774100849156e-07
199,199,0.011639425458147598,9.450375984913955e-06,0.2618846877229392,1.5207716212891247e-06
200,200,0.014115898959881128,1.383389514169764e-05,0.2620546433902265,2.0875584132522845e-06
201,201,0.0009905894006934125,0.0,0.26115638339154057,2.1440824921210015e-07
202,202,0.0009905894006934125,7.655514235000146e-06,0.26757670134517264,2.2117625094334107e-07
203,203,0.014115898959881128,1.6468476377937862e-05,0.2620546433902265,2.214317416201959e-06
204,204,0.005448241703813769,2.729575812106239e-06,0.26146076146076147,4.483524203113767e-07
205,205,0.0004952947003467063,0.0,0.26112260734609416,2.1165285159495728e-07
206,206,0.0009905894006934125,1.6358507153718312e-07,0.26115638339154057,2.2205513870161373e-07
207,207,0.0007429420505200594,0.0,0.2611394942766604,5.384185907279241e-07
208,208,0.001733531451213472,1.8607645913792854e-08,0.2612070638463031,4.359288749756325e-07
209,209,0.00024764735017335313,0.0,0.26110572259941806,2.1031233303459666e-07
210,210,0.00024764735017335313,0.0,0.26110572259941806,2.1031233303459666e-07
211,211,0.007429420505200594,2.256933560691282e-06,0.26159626846333245,1.2000150045393467e-06
212,212,0.004457652303120356,8.259734640887314e-07,0.2613930605903677,9.742383989944485e-07
213,213,0.009658246656760773,0.0004681297730936088,0.2751243442120324,2.6162087362596894e-05
214,214,0.004210004952947003,1.8705660814077714e-06,0.2613761408505405,2.332640018761148e-07
215,215,0.00024764735017335313,0.0,0.26110572259941806,2.1031233303459666e-07
216,216,0.0004952947003467063,0.0,0.26112260734609416,2.1168083905373196e-07
217,217,0.001981178801386825,3.177245113002008e-05,0.27906012439530065,4.2446591267883056e-07
218,218,0.002228826151560178,0.0,0.2612408617454875,2.2135803346558037e-07
219,219,0.0014858841010401188,2.453776073057747e-07,0.26119016817593793,2.1705691016014018e-07
220,220,0.0009905894006934125,0.0,0.26115638339154057,2.1465678033104076e-07
221,221,0.001981178801386825,4.898257539778154e-08,0.2612239617026782,7.365710439170791e-07
222,222,0.0027241208519068845,5.93316769541078e-07,0.2612746683921061,4.3667239419083505e-07
223,223,0.006686478454680535,1.1271584511988172e-06,0.261545436880627,1.23445572624129e-06
224,224,0.006934125804853888,2.9643732800200658e-06,0.2615623785464438,1.5206653082191618e-06
225,225,0.0024764735017335313,1.4547386718842358e-07,0.26125776397515527,2.2296451145789512e-07
226,226,0.003467062902426944,3.0672643513523615e-07,0.26132539477090344,2.2910029518520856e-07
227,227,0.003714710252600297,1.5809328699272056e-06,0.2613423079412336,2.298761112711906e-07
228,228,0.0007429420505200594,0.0,0.2611394942766604,2.1588092169688921e-07
229,229,0.0014858841010401188,2.810465326785439e-07,0.26119016817593793,2.497226678750919e-07
230,230,0.002228826151560178,1.5233859786900177e-06,0.2612408617454875,2.2139596969006048e-07
231,231,0.005200594353640416,2.8865793589644363e-06,0.2614438329556491,8.288259328870449e-07
232,232,0.006191183754333828,1.3245464993391094e-06,0.2615115601321158,1.1942645389386699e-06
233,233,0.0004952947003467063,0.0,0.26112260734609416,2.1162712130634827e-07
234,234,0.0004952947003467063,0.0,0.26112260734609416,2.2317063723832e-07
235,235,0.0012382367508667657,3.9873861187188394e-08,0.2611732746911584,6.908164050023532e-07
236,236,0.009162951956414065,8.01595841612901e-06,0.26171495236243436,1.7262705827233194e-06
237,237,0.001733531451213472,9.201660273966552e-08,0.2612070638463031,2.3934747731679905e-07
238,238,0.005695889053987122,1.5156979955809631e-06,0.2614776921582594,6.917657130456065e-07
239,239,0.014611193660227836,1.8449221399712053e-05,0.26208866099824757,2.084513578694067e-06
240,240,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604,2.144610241933294e-07
241,241,0.0004952947003467063,0.0,0.26112260734609416,2.1164366083017275e-07
242,242,0.005943536404160475,3.4113860859848286e-06,0.26149462504856885,5.95378201549165e-07
243,243,0.001981178801386825,4.675806628104484e-07,0.2612239617026782,2.2024954261417524e-07
244,244,0.0004952947003467063,0.0,0.26112260734609416,2.1162712130634827e-07
245,245,0.0012382367508667657,1.8403320547933104e-07,0.2611732746911584,2.1585479935571607e-07
246,246,0.003467062902426944,3.8221640264939955e-05,0.2746565093184601,2.566658063929523e-05
247,247,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604,3.612878460231675e-07
248,248,0.005200594353640416,2.118816268883605e-06,0.2614438329556491,1.0123818257043236e-06
249,249,0.005943536404160475,3.218483170457865e-06,0.26149462504856885,7.449774134612844e-07
250,250,0.0012382367508667657,2.1706480646280067e-08,0.2611732746911584,4.065834721812274e-07
251,251,0.003467062902426944,3.939186945855204e-07,0.26132539477090344,5.568719448115e-07
252,252,0.016097077761267953,1.9885434414856687e-05,0.2621907668333225,2.5939957925083553e-06
253,253,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,2.130110549045412e-07
254,254,0.004210004952947003,1.336121791007707e-07,0.2613761408505405,2.5034871529730487e-07
255,255,0.0004952947003467063,0.0,0.26112260734609416,2.1164366083017275e-07
256,256,0.0004952947003467063,0.0,0.26112260734609416,2.1162712130634827e-07
257,257,0.004457652303120356,1.6670647168345513e-06,0.2613930605903677,9.586755598516798e-07
258,258,0.003714710252600297,9.040758002319433e-07,0.2613423079412336,4.797410888700042e-07
259,259,0.001981178801386825,2.7604980821899654e-07,0.2612239617026782,2.1973746334830285e-07
260,260,0.001981178801386825,8.209925777772379e-07,0.2612239617026782,5.549415735227252e-07
261,261,0.009410599306587419,7.001409919657162e-06,0.2617319159968888,1.1036322482791776e-06
262,262,0.0009905894006934125,0.0,0.26115638339154057,2.1465678033104076e-07
263,263,0.001733531451213472,2.044813394214789e-08,0.2612070638463031,2.1878409646215869e-07
264,264,0.0012382367508667657,0.0,0.2611732746911584,2.1574871103769876e-07
265,265,0.006686478454680535,2.4201423687344422e-06,0.261545436880627,7.415857167058421e-07
266,266,0.004457652303120356,1.8266335754532783e-07,0.2613930605903677,2.5387831957621347e-07
267,267,0.0004952947003467063,0.0,0.26112260734609416,2.117588831782126e-07
268,268,0.0027241208519068845,3.4861290842166826e-08,0.2612746683921061,2.9569539715226403e-07
269,269,0.0014858841010401188,0.0001018518468952855,0.2917840884456969,3.8662997360710555e-06
270,270,0.0009905894006934125,4.089626788429578e-08,0.26115638339154057,2.3827091310420748e-07
271,271,0.018078256562654778,2.7494830859865e-05,0.2623270317676866,2.3411405713014694e-06
272,272,0.01114413075780089,1.899166953524329e-05,0.2618507230400104,1.768044179335952e-06
273,273,0.002228826151560178,0.0,0.2612408617454875,2.2135803346558037e-07
274,274,0.003467062902426944,7.208704762316491e-07,0.26132539477090344,6.220636707419901e-07
275,275,0.0024764735017335313,1.8403320547933104e-07,0.26125776397515527,2.2364157028893605e-07
276,276,0.004457652303120356,4.638049817097346e-07,0.2613930605903677,8.402602455627398e-07
277,277,0.016097077761267953,3.9269846373356606e-05,0.2621907668333225,2.868922806339134e-06
278,278,0.0024764735017335313,2.1791868458346184e-07,0.26125776397515527,2.229301004528747e-07
279,279,0.0004952947003467063,0.0,0.26112260734609416,2.1173432362574754e-07
280,280,0.010648836057454186,1.0287622955860242e-05,0.261816767165921,1.6684602480353666e-06
281,281,0.00396235760277365,5.748404199433516e-07,0.2613592233009709,5.703872719208762e-07
282,282,0.0004952947003467063,0.0,0.26112260734609416,2.1162712130634827e-07
283,283,0.0012382367508667657,1.3399541889148678e-07,0.2611732746911584,2.3644599551643322e-07
284,284,0.00396235760277365,6.987344582641576e-07,0.2613592233009709,5.657604108605427e-07
285,285,0.011639425458147598,0.0004989860040731102,0.27527438816551913,2.6149286936079148e-05
286,286,0.0004952947003467063,0.0,0.26112260734609416,2.1177409877636159e-07
287,287,0.00024764735017335313,0.0,0.26110572259941806,2.1031233303459666e-07
288,288,0.0009905894006934125,3.83402511415273e-09,0.26115638339154057,3.9757083217021723e-07
289,289,0.0009905894006934125,1.7526971950412477e-08,0.26115638339154057,2.1463936312060157e-07
290,290,0.003467062902426944,1.4907419318717998e-07,0.26132539477090344,8.14785573247029e-07
291,291,0.008915304606240713,9.229964800365197e-06,0.26169799092676604,1.5780468372013132e-06
292,292,0.00024764735017335313,0.0,0.26110572259941806,2.1031233303459666e-07
293,293,0.0007429420505200594,0.0,0.2611394942766604,2.130829117045202e-07
294,294,0.0007429420505200594,3.067220091322184e-08,0.2611394942766604,2.2950704718907144e-07
295,295,0.0024764735017335313,4.1118719597055974e-07,0.26125776397515527,4.3820121257776096e-07
296,296,0.001733531451213472,2.044813394214789e-08,0.2612070638463031,2.1878409646215869e-07
297,297,0.006191183754333828,9.340158851641771e-07,0.2615115601321158,1.389417223986168e-06
298,298,0.0027241208519068845,3.593914450438114e-08,0.2612746683921061,4.5143188481435364e-07
299,299,0.004952947003467063,1.53427173311225e-06,0.26142690664249646,2.573352695348782e-07
300,300,0.001733531451213472,1.0340913450743362e-07,0.2612070638463031,2.254053993430907e-07
301,301,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604,3.657358061157561e-07
302,302,0.004952947003467063,6.997200950900403e-07,0.26142690664249646,4.179630412566643e-07
303,303,0.005200594353640416,1.5247734425165751e-06,0.2614438329556491,1.4552323604270868e-06
304,304,0.013620604259534423,0.0005888931717860166,0.2754245958665848,2.6353913360053513e-05
305,305,0.0004952947003467063,0.0,0.26112260734609416,2.1183892300236588e-07
306,306,0.002228826151560178,0.0,0.2612408617454875,2.2135803346558037e-07
307,307,0.0009905894006934125,1.2268880365288735e-07,0.26115638339154057,2.2402437267092587e-07
308,308,0.005943536404160475,0.00017783846963577123,0.2748434522188946,2.5628166373303165e-05
309,309,0.0024764735017335313,0.0,0.26125776397515527,2.330970230012664e-07
310,310,0.0032194155522535907,1.208436029947745e-06,0.2613084837895554,2.2712835369616487e-07
311,311,0.001733531451213472,2.4748256227040756e-07,0.2612070638463031,2.5454731966135044e-07
312,312,0.0064388311045071814,6.447982662426986e-06,0.26152849740932643,2.456255185318896e-07
313,313,0.009162951956414065,7.857715802639878e-06,0.26171495236243436,1.5599135373909556e-06
314,314,0.0032194155522535907,1.0265340324085558e-06,0.2613084837895554,3.0846344675204546e-07
315,315,0.013868251609707775,0.0006570659523591639,0.27544338335607094,2.6781222991493082e-05
316,316,0.0004952947003467063,0.0,0.26112260734609416,2.1761346669110567e-07
317,317,0.001733531451213472,3.958174498801485e-07,0.2612070638463031,3.910914135993623e-07
