Node,w_Node,DC,BC,CC,EC
71,71,0.00074294205052,0.0,0.2611394942766604,2.130793527418473e-07
72,72,0.0059435364041604,1.8125106130858043e-06,0.2614946250485688,7.321880694397925e-07
73,73,0.0024764735017335,6.016664242341218e-07,0.2612577639751552,2.526339746355996e-07
74,74,0.0002476473501733,0.0,0.261105722599418,2.1031233303459666e-07
75,75,0.0034670629024269,2.549095864981739e-07,0.2613253947709034,9.487325073453164e-07
76,76,0.00074294205052,0.0,0.2611394942766604,2.246971005449556e-07
77,77,0.0014858841010401,2.556016742768486e-07,0.2611901681759379,2.423162262820322e-07
78,78,0.0022288261515601,0.0,0.2612408617454875,2.2135803346558042e-07
79,79,0.0029717682020802,2.0870669696912043e-08,0.2612915749967646,5.042070479439274e-07
80,80,0.0056958890539871,0.0001596017223936,0.2679140127388535,5.829688943218435e-07
81,81,0.00074294205052,6.134440182644369e-08,0.2611394942766604,2.3546233025642665e-07
82,82,0.008420009905894,7.3592283705503054e-06,0.2616640746500777,8.953960456355658e-07
83,83,0.0017335314512134,9.201660273966553e-08,0.2612070638463031,2.3934747731679905e-07
84,84,0.0032194155522535,1.3929533620512854e-06,0.2613084837895554,4.439327013460474e-07
85,85,0.0034670629024269,5.032627527050142e-07,0.2613253947709034,6.218399102825083e-07
86,86,0.0014858841010401,0.0,0.2611901681759379,2.174501250253333e-07
87,87,0.0032194155522535,4.625863702493762e-05,0.2746378290144868,2.5353932977449396e-05
88,88,0.004952947003467,4.549846123020853e-06,0.2614269066424964,7.788173777900159e-07
89,89,0.0019811788013868,3.312597698627958e-07,0.2612239617026782,2.198438094304251e-07
90,90,0.0004952947003467,0.0,0.2611226073460941,2.1163531066753922e-07
91,91,0.0019811788013868,2.7604980821899654e-07,0.2612239617026782,2.1973746334830285e-07
92,92,0.0052005943536404,6.842999005760918e-07,0.2614438329556491,2.6177120551499574e-07
93,93,0.0019811788013868,9.40614161338803e-08,0.2612239617026782,2.201797330620387e-07
94,94,0.0054482417038137,2.1380836623092413e-06,0.2614607614607614,4.318780799481252e-07
95,95,0.0014858841010401,6.134440182644369e-08,0.2611901681759379,2.1707392791581986e-07
96,96,0.0022288261515601,7.835986401270893e-07,0.2612408617454875,4.104148511514433e-07
97,97,0.00074294205052,4.0896267884295786e-08,0.2611394942766604,2.130110549045412e-07
98,98,0.0121347201584943,6.75276474687329e-06,0.2619186612181358,1.8651974910044855e-06
99,99,0.0032194155522535,8.161726604908745e-07,0.2613084837895554,2.2710379624244597e-07
100,100,0.0022288261515601,5.316514824958451e-07,0.2612408617454875,2.690026832037136e-07
101,101,0.0047052996532937,7.890545400009306e-07,0.2614099825208778,2.544310145288228e-07
102,102,0.0014858841010401,0.0,0.2611901681759379,2.174157330625746e-07
103,103,0.0039623576027736,9.4190407877329e-05,0.2746938775510204,2.509601726022742e-05
104,104,0.0079247152055473,3.015534600549468e-06,0.2616301671634055,1.4355684549795197e-06
105,105,0.0034670629024269,4.083494447761187e-07,0.2613253947709034,6.40839152362538e-07
106,106,0.0019811788013868,3.638794121038413e-07,0.2612239617026782,4.032095292632716e-07
107,107,0.258791480931154,0.4805180785560152,0.4596994535519125,0.0002606939911967
108,108,0.0032194155522535,3.481582493846834e-07,0.2613084837895554,4.0780175010285773e-07
109,109,0.009162951956414,5.787658323854831e-06,0.2617149523624343,1.916116743643399e-06
110,110,0.0012382367508667,0.0,0.2611732746911584,2.157487110376988e-07
111,111,0.0034670629024269,1.5294230468062708e-06,0.2613253947709034,2.2883459016186966e-07
112,112,0.00074294205052,0.0,0.2611394942766604,2.130829117045202e-07
113,113,0.0099058940069341,5.229334396770685e-06,0.2617658498638662,1.5024273155549714e-06
114,114,0.0002476473501733,0.0,0.261105722599418,2.1031233303459666e-07
115,115,0.0052005943536404,3.3336831770046665e-06,0.2614438329556491,2.3881877710848615e-07
116,116,0.004210004952947,1.155762168033134e-06,0.2613761408505405,2.3335209685156938e-07
117,117,0.0014858841010401,2.095933729070159e-07,0.2611901681759379,3.927631429000689e-07
118,118,0.0089153046062407,5.694459451841912e-06,0.261697990926766,1.2615924480514825e-06
119,119,0.0153541357107478,0.0015229358857941,0.2801054384017758,2.06703793857552e-06
120,120,0.0009905894006934,4.473603006040935e-05,0.2744698205546492,2.4215678841668653e-05
121,121,0.0029717682020802,1.0410849313922507e-06,0.2612915749967646,7.413493831688895e-07
122,122,0.0156017830609212,0.0007457760472154,0.27557496758343,2.6275054685395072e-05
123,123,0.0044576523031203,4.922689779281791e-07,0.2613930605903677,8.351280919517663e-07
124,124,0.0009905894006934,1.6358507153718314e-07,0.2611563833915405,2.244590344267303e-07
125,125,0.0009905894006934,8.2362839065918e-06,0.2744698205546492,2.43671233741304e-05
126,126,0.0017335314512134,1.686971050227201e-07,0.2612070638463031,3.925376786112748e-07
127,127,0.0039623576027736,6.370611703673157e-07,0.2613592233009709,4.112819163506725e-07
128,128,0.0069341258048538,2.433738372639416e-06,0.2615623785464438,1.5434415237660647e-06
129,129,0.0017335314512134,4.4985894672725375e-08,0.2612070638463031,5.528361634802619e-07
130,130,0.0039623576027736,2.527390717096562e-06,0.2613592233009709,6.088185760204503e-07
131,131,0.0017335314512134,0.0,0.2612070638463031,2.187179986669332e-07
132,132,0.0039623576027736,1.983731020051308e-06,0.2613592233009709,6.37245813377061e-07
133,133,0.0044576523031203,1.804640697971444e-06,0.2613930605903677,6.703645332316179e-07
134,134,0.0047052996532937,6.323857056647831e-07,0.2614099825208778,1.0052301487235237e-06
135,135,0.0024764735017335,0.0,0.2612577639751552,2.330970230012664e-07
136,136,0.0329370975730559,0.026870359787398,0.2941862159405508,0.0038943746484735
137,137,0.0039623576027736,2.113265956887789e-06,0.2613592233009709,2.315517663714835e-07
138,138,0.0004952947003467,0.0,0.2611226073460941,2.117508593464441e-07
139,139,0.0022288261515601,1.2268880365288736e-08,0.2612408617454875,2.328776115221119e-07
140,140,0.0027241208519068,9.16271144741008e-08,0.2612746683921061,2.249020295067922e-07
141,141,0.0069341258048538,2.6854718971158224e-06,0.2615623785464438,1.0678734136582829e-06
142,142,0.0106488360574541,5.167781965397462e-06,0.261816767165921,2.0058320647541407e-06
143,143,0.0029717682020802,1.1515220571420997e-06,0.2612915749967646,2.2557970819250847e-07
144,144,0.0037147102526002,8.436846952494006e-07,0.2613423079412336,2.305236184409256e-07
145,145,0.0004952947003467,0.0,0.2611226073460941,2.1163531066753922e-07
146,146,0.0024764735017335,0.0001413544072877,0.2745818033455732,2.455092978679452e-05
147,147,0.0014858841010401,2.4537760730577472e-08,0.2611901681759379,2.1709041695161266e-07
148,148,0.004952947003467,2.403794517986569e-06,0.2614269066424964,6.646870160904736e-07
149,149,0.0034670629024269,3.66411085830012e-07,0.2613253947709034,2.28960556049616e-07
150,150,0.0027241208519068,9.52485891346372e-05,0.2791179926729799,4.4159545758983443e-07
151,151,0.0017335314512134,3.408022323691316e-08,0.2612070638463031,2.1904032885314406e-07
152,152,0.0012382367508667,1.8403320547933107e-07,0.2611732746911584,3.711546319119012e-07
153,153,0.0004952947003467,0.0,0.2611226073460941,2.206059580447931e-07
154,154,0.0004952947003467,0.0,0.2611226073460941,2.116609424547917e-07
155,155,0.00074294205052,4.0896267884295786e-08,0.2611394942766604,2.130824071472065e-07
156,156,0.0029717682020802,0.0001652742424942,0.2746191512513601,2.4579904124867865e-05
157,157,0.00074294205052,4.0896267884295786e-08,0.2611394942766604,2.130302576912777e-07
158,158,0.0061911837543338,4.792698586965206e-06,0.2615115601321158,1.1780556141717562e-06
159,159,0.0034670629024269,1.151331739012335e-06,0.2613253947709034,4.3496795749773486e-07
160,160,0.0004952947003467,0.0,0.2611226073460941,2.1374245591388147e-07
161,161,0.0061911837543338,2.40422127205272e-06,0.2615115601321158,1.9606496195465963e-06
162,162,0.0019811788013868,5.842323983470827e-08,0.2612239617026782,2.2043825115584643e-07
163,163,0.0014858841010401,2.5290532925679884e-05,0.2676121678043608,2.3535402307354677e-07
164,164,0.00074294205052,1.7526971950412477e-08,0.2611394942766604,3.761981852660197e-07
165,165,0.0027241208519068,3.380381910174131e-07,0.2612746683921061,5.936055623191569e-07
166,166,0.0009905894006934,4.367137177644442e-07,0.2677186236159915,2.1717063788057478e-07
167,167,0.0017335314512134,4.4985894672725375e-08,0.2612070638463031,2.1862563470844002e-07
168,168,0.0027241208519068,3.135170526640673e-07,0.2612746683921061,7.453441029602216e-07
169,169,0.0094105993065874,0.00040220047873,0.2751056002180133,2.5749071292822103e-05
170,170,0.0113917781079742,1.2076646755280126e-05,0.2618677042801556,1.844221066804712e-06
171,171,0.0054482417038137,0.0154924073324406,0.3704927057528213,6.169412033699879e-06
172,172,0.0101535413571074,8.376867955345824e-06,0.2617828200972447,1.1306354099890156e-06
173,173,0.0029717682020802,0.0036310041038157,0.2890479599141016,5.20232937297206e-07
174,174,0.0009905894006934,4.0896267884295786e-08,0.2611563833915405,2.143985756358222e-07
175,175,0.004210004952947,3.309676536636223e-06,0.2613761408505405,2.4875822258791426e-07
176,176,0.0034670629024269,3.206772976538428e-07,0.2613253947709034,4.993987532397147e-07
177,177,0.0027241208519068,3.111037521198216e-07,0.2612746683921061,2.242984638524588e-07
178,178,0.0032194155522535,1.3712597154786128e-06,0.2613084837895554,6.041528426876911e-07
179,179,0.00074294205052,6.134440182644369e-08,0.2611394942766604,2.129420119085273e-07
180,180,0.004952947003467,9.112055842871576e-07,0.2614269066424964,2.641380407986715e-07
181,181,0.0024764735017335,1.8403320547933107e-07,0.2612577639751552,2.2364157028893605e-07
182,182,0.00074294205052,4.0896267884295786e-08,0.2611394942766604,2.129591511382453e-07
183,183,0.0004952947003467,0.0,0.2611226073460941,2.144548122164338e-07
184,184,0.0044576523031203,1.2725037854772065e-06,0.2613930605903677,4.200858251617865e-07
185,185,0.0064388311045071,2.828334869845182e-06,0.2615284974093264,1.5087404162585571e-06
186,186,0.0108964834076275,8.069594875170074e-06,0.2618337440020749,1.689152601399593e-06
187,187,0.0039623576027736,4.0825673136162185e-07,0.2613592233009709,2.492503554539716e-07
188,188,0.0118870728083209,1.0395368746413048e-05,0.2619016733687897,1.999968173949832e-06
189,189,0.0017335314512134,1.2821395685548784e-05,0.2790408403012922,2.713065606170404e-07
190,190,0.0009905894006934,1.8403320547933107e-07,0.2611563833915405,2.1584895599947883e-07
191,191,0.00074294205052,0.0,0.2611394942766604,2.198275461314359e-07
192,192,0.0012382367508667,3.680664109586621e-07,0.2611732746911584,2.1575775006800958e-07
193,193,0.0012382367508667,1.8403320547933107e-07,0.2611732746911584,2.1573220907409646e-07
194,194,0.0047052996532937,4.345162072661161e-07,0.2614099825208778,2.576242819618544e-07
195,195,0.0022288261515601,0.0,0.2612408617454875,2.2135803346558042e-07
196,196,0.0032194155522535,9.79246528679504e-07,0.2613084837895554,5.601583078615533e-07
197,197,0.0039623576027736,5.392921255516175e-07,0.2613592233009709,4.157394773593893e-07
198,198,0.0029717682020802,0.0016628780885075,0.2854920814479638,3.555774100849156e-07
199,199,0.0116394254581475,9.450375984913956e-06,0.2618846877229392,1.5207716212891247e-06
200,200,0.0141158989598811,1.383389514169764e-05,0.2620546433902265,2.0875584132522845e-06
201,201,0.0009905894006934,0.0,0.2611563833915405,2.1440824921210015e-07
202,202,0.0009905894006934,7.655514235000146e-06,0.2675767013451726,2.211762509433411e-07
203,203,0.0141158989598811,1.6468476377937862e-05,0.2620546433902265,2.214317416201959e-06
204,204,0.0054482417038137,2.729575812106239e-06,0.2614607614607614,4.483524203113767e-07
205,205,0.0004952947003467,0.0,0.2611226073460941,2.116528515949573e-07
206,206,0.0009905894006934,1.6358507153718314e-07,0.2611563833915405,2.2205513870161373e-07
207,207,0.00074294205052,0.0,0.2611394942766604,5.384185907279241e-07
208,208,0.0017335314512134,1.860764591379285e-08,0.2612070638463031,4.359288749756325e-07
209,209,0.0002476473501733,0.0,0.261105722599418,2.1031233303459666e-07
210,210,0.0002476473501733,0.0,0.261105722599418,2.1031233303459666e-07
211,211,0.0074294205052005,2.256933560691282e-06,0.2615962684633324,1.2000150045393467e-06
212,212,0.0044576523031203,8.259734640887314e-07,0.2613930605903677,9.742383989944483e-07
213,213,0.0096582466567607,0.0004681297730936,0.2751243442120324,2.616208736259689e-05
214,214,0.004210004952947,1.8705660814077716e-06,0.2613761408505405,2.332640018761148e-07
215,215,0.0002476473501733,0.0,0.261105722599418,2.1031233303459666e-07
216,216,0.0004952947003467,0.0,0.2611226073460941,2.11680839053732e-07
217,217,0.0019811788013868,3.177245113002008e-05,0.2790601243953006,4.244659126788306e-07
218,218,0.0022288261515601,0.0,0.2612408617454875,2.2135803346558042e-07
219,219,0.0014858841010401,2.453776073057747e-07,0.2611901681759379,2.1705691016014018e-07
220,220,0.0009905894006934,0.0,0.2611563833915405,2.1465678033104081e-07
221,221,0.0019811788013868,4.8982575397781544e-08,0.2612239617026782,7.365710439170791e-07
222,222,0.0027241208519068,5.93316769541078e-07,0.2612746683921061,4.3667239419083515e-07
223,223,0.0066864784546805,1.1271584511988172e-06,0.261545436880627,1.23445572624129e-06
224,224,0.0069341258048538,2.9643732800200658e-06,0.2615623785464438,1.5206653082191618e-06
225,225,0.0024764735017335,1.4547386718842358e-07,0.2612577639751552,2.2296451145789514e-07
226,226,0.0034670629024269,3.0672643513523615e-07,0.2613253947709034,2.291002951852086e-07
227,227,0.0037147102526002,1.5809328699272056e-06,0.2613423079412336,2.298761112711906e-07
228,228,0.00074294205052,0.0,0.2611394942766604,2.1588092169688921e-07
229,229,0.0014858841010401,2.810465326785439e-07,0.2611901681759379,2.497226678750919e-07
230,230,0.0022288261515601,1.5233859786900177e-06,0.2612408617454875,2.213959696900605e-07
231,231,0.0052005943536404,2.8865793589644363e-06,0.2614438329556491,8.288259328870449e-07
232,232,0.0061911837543338,1.3245464993391094e-06,0.2615115601321158,1.19426453893867e-06
233,233,0.0004952947003467,0.0,0.2611226073460941,2.116271213063483e-07
234,234,0.0004952947003467,0.0,0.2611226073460941,2.2317063723832e-07
235,235,0.0012382367508667,3.98738611871884e-08,0.2611732746911584,6.908164050023532e-07
236,236,0.009162951956414,8.01595841612901e-06,0.2617149523624343,1.7262705827233194e-06
237,237,0.0017335314512134,9.201660273966553e-08,0.2612070638463031,2.3934747731679905e-07
238,238,0.0056958890539871,1.5156979955809631e-06,0.2614776921582594,6.917657130456065e-07
239,239,0.0146111936602278,1.8449221399712053e-05,0.2620886609982475,2.084513578694067e-06
240,240,0.00074294205052,6.134440182644369e-08,0.2611394942766604,2.144610241933294e-07
241,241,0.0004952947003467,0.0,0.2611226073460941,2.1164366083017278e-07
242,242,0.0059435364041604,3.411386085984829e-06,0.2614946250485688,5.95378201549165e-07
243,243,0.0019811788013868,4.675806628104484e-07,0.2612239617026782,2.2024954261417526e-07
244,244,0.0004952947003467,0.0,0.2611226073460941,2.116271213063483e-07
245,245,0.0012382367508667,1.8403320547933107e-07,0.2611732746911584,2.158547993557161e-07
246,246,0.0034670629024269,3.822164026493996e-05,0.2746565093184601,2.566658063929523e-05
247,247,0.00074294205052,6.134440182644369e-08,0.2611394942766604,3.612878460231675e-07
248,248,0.0052005943536404,2.118816268883605e-06,0.2614438329556491,1.0123818257043236e-06
249,249,0.0059435364041604,3.218483170457865e-06,0.2614946250485688,7.449774134612844e-07
250,250,0.0012382367508667,2.1706480646280067e-08,0.2611732746911584,4.065834721812274e-07
251,251,0.0034670629024269,3.939186945855204e-07,0.2613253947709034,5.568719448115e-07
252,252,0.0160970777612679,1.9885434414856687e-05,0.2621907668333225,2.5939957925083558e-06
253,253,0.00074294205052,4.0896267884295786e-08,0.2611394942766604,2.130110549045412e-07
254,254,0.004210004952947,1.336121791007707e-07,0.2613761408505405,2.503487152973049e-07
255,255,0.0004952947003467,0.0,0.2611226073460941,2.1164366083017278e-07
256,256,0.0004952947003467,0.0,0.2611226073460941,2.116271213063483e-07
257,257,0.0044576523031203,1.6670647168345513e-06,0.2613930605903677,9.586755598516798e-07
258,258,0.0037147102526002,9.040758002319432e-07,0.2613423079412336,4.797410888700042e-07
259,259,0.0019811788013868,2.7604980821899654e-07,0.2612239617026782,2.1973746334830285e-07
260,260,0.0019811788013868,8.209925777772379e-07,0.2612239617026782,5.549415735227252e-07
261,261,0.0094105993065874,7.001409919657162e-06,0.2617319159968888,1.1036322482791776e-06
262,262,0.0009905894006934,0.0,0.2611563833915405,2.1465678033104081e-07
263,263,0.0017335314512134,2.0448133942147893e-08,0.2612070638463031,2.1878409646215869e-07
264,264,0.0012382367508667,0.0,0.2611732746911584,2.157487110376988e-07
265,265,0.0066864784546805,2.4201423687344422e-06,0.261545436880627,7.415857167058421e-07
266,266,0.0044576523031203,1.8266335754532786e-07,0.2613930605903677,2.538783195762135e-07
267,267,0.0004952947003467,0.0,0.2611226073460941,2.117588831782126e-07
268,268,0.0027241208519068,3.4861290842166826e-08,0.2612746683921061,2.956953971522641e-07
269,269,0.0014858841010401,0.0001018518468952,0.2917840884456969,3.866299736071056e-06
270,270,0.0009905894006934,4.0896267884295786e-08,0.2611563833915405,2.382709131042075e-07
271,271,0.0180782565626547,2.7494830859865e-05,0.2623270317676866,2.341140571301469e-06
272,272,0.0111441307578008,1.899166953524329e-05,0.2618507230400104,1.768044179335952e-06
273,273,0.0022288261515601,0.0,0.2612408617454875,2.2135803346558042e-07
274,274,0.0034670629024269,7.208704762316491e-07,0.2613253947709034,6.220636707419901e-07
275,275,0.0024764735017335,1.8403320547933107e-07,0.2612577639751552,2.2364157028893605e-07
276,276,0.0044576523031203,4.638049817097346e-07,0.2613930605903677,8.402602455627398e-07
277,277,0.0160970777612679,3.9269846373356606e-05,0.2621907668333225,2.868922806339134e-06
278,278,0.0024764735017335,2.1791868458346186e-07,0.2612577639751552,2.229301004528747e-07
279,279,0.0004952947003467,0.0,0.2611226073460941,2.117343236257476e-07
280,280,0.0106488360574541,1.0287622955860242e-05,0.261816767165921,1.6684602480353666e-06
281,281,0.0039623576027736,5.748404199433516e-07,0.2613592233009709,5.703872719208762e-07
282,282,0.0004952947003467,0.0,0.2611226073460941,2.116271213063483e-07
283,283,0.0012382367508667,1.3399541889148678e-07,0.2611732746911584,2.3644599551643322e-07
284,284,0.0039623576027736,6.987344582641576e-07,0.2613592233009709,5.657604108605427e-07
285,285,0.0116394254581475,0.0004989860040731,0.2752743881655191,2.6149286936079148e-05
286,286,0.0004952947003467,0.0,0.2611226073460941,2.117740987763616e-07
287,287,0.0002476473501733,0.0,0.261105722599418,2.1031233303459666e-07
288,288,0.0009905894006934,3.8340251141527306e-09,0.2611563833915405,3.9757083217021723e-07
289,289,0.0009905894006934,1.7526971950412477e-08,0.2611563833915405,2.1463936312060162e-07
290,290,0.0034670629024269,1.4907419318718e-07,0.2613253947709034,8.14785573247029e-07
291,291,0.0089153046062407,9.229964800365196e-06,0.261697990926766,1.5780468372013132e-06
292,292,0.0002476473501733,0.0,0.261105722599418,2.1031233303459666e-07
293,293,0.00074294205052,0.0,0.2611394942766604,2.130829117045202e-07
294,294,0.00074294205052,3.0672200913221845e-08,0.2611394942766604,2.2950704718907147e-07
295,295,0.0024764735017335,4.1118719597055974e-07,0.2612577639751552,4.38201212577761e-07
296,296,0.0017335314512134,2.0448133942147893e-08,0.2612070638463031,2.1878409646215869e-07
297,297,0.0061911837543338,9.340158851641772e-07,0.2615115601321158,1.389417223986168e-06
298,298,0.0027241208519068,3.593914450438114e-08,0.2612746683921061,4.5143188481435364e-07
299,299,0.004952947003467,1.53427173311225e-06,0.2614269066424964,2.573352695348782e-07
300,300,0.0017335314512134,1.0340913450743364e-07,0.2612070638463031,2.254053993430907e-07
301,301,0.00074294205052,6.134440182644369e-08,0.2611394942766604,3.657358061157561e-07
302,302,0.004952947003467,6.997200950900403e-07,0.2614269066424964,4.179630412566643e-07
303,303,0.0052005943536404,1.5247734425165751e-06,0.2614438329556491,1.4552323604270868e-06
304,304,0.0136206042595344,0.000588893171786,0.2754245958665848,2.6353913360053517e-05
305,305,0.0004952947003467,0.0,0.2611226073460941,2.118389230023659e-07
306,306,0.0022288261515601,0.0,0.2612408617454875,2.2135803346558042e-07
307,307,0.0009905894006934,1.2268880365288738e-07,0.2611563833915405,2.240243726709259e-07
308,308,0.0059435364041604,0.0001778384696357,0.2748434522188946,2.5628166373303165e-05
309,309,0.0024764735017335,0.0,0.2612577639751552,2.330970230012664e-07
310,310,0.0032194155522535,1.208436029947745e-06,0.2613084837895554,2.271283536961649e-07
311,311,0.0017335314512134,2.474825622704076e-07,0.2612070638463031,2.5454731966135044e-07
312,312,0.0064388311045071,6.447982662426986e-06,0.2615284974093264,2.456255185318896e-07
313,313,0.009162951956414,7.857715802639878e-06,0.2617149523624343,1.5599135373909556e-06
314,314,0.0032194155522535,1.0265340324085558e-06,0.2613084837895554,3.0846344675204546e-07
315,315,0.0138682516097077,0.0006570659523591,0.2754433833560709,2.678122299149308e-05
316,316,0.0004952947003467,0.0,0.2611226073460941,2.176134666911057e-07
317,317,0.0017335314512134,3.958174498801485e-07,0.2612070638463031,3.910914135993623e-07
318,318,0.0027241208519068,2.63383594554278e-07,0.2612746683921061,4.4898313799102054e-07
319,319,0.0019811788013868,3.312597698627958e-07,0.2612239617026782,2.198438094304251e-07
320,320,0.0052005943536404,4.218458884271146e-06,0.2614438329556491,2.717205927142878e-07
321,321,0.00074294205052,0.0,0.2611394942766604,2.132590421617957e-07
322,322,0.0178306092124814,0.0009635115740098,0.2757443321496858,2.689806565301255e-05
323,323,0.0096582466567607,7.802412276258454e-06,0.2617488818305568,1.9225797275757866e-06
324,324,0.0064388311045071,0.0003570744435014,0.2748808713410483,2.5017724614579763e-05
