Node,w_Node,DC,BC,CC,EC,C
8,8,0.0964912280701754,0.0154755519228233,0.397212543554007,0.0884598584243575,0.40908800622703434
31,31,0.0964912280701754,0.0152026490823968,0.4115523465703971,0.1019448490608836,0.40118364312583543
99,99,0.0964912280701754,0.0151898722986309,0.4042553191489361,0.0805530683771956,0.3992632716218604
30,30,0.0964912280701754,0.0151023307860051,0.4056939501779359,0.110052503197863,0.3985761052112594
95,95,0.0964912280701754,0.0150866410563543,0.4100719424460431,0.0875502881154779,0.39636128889416716
67,67,0.0964912280701754,0.0149045533358999,0.3944636678200692,0.1042483899559244,0.3916834630203791
54,54,0.0964912280701754,0.0148768545600961,0.4100719424460431,0.1092092904783885,0.39119472791471643
53,53,0.1052631578947368,0.0145630359790916,0.4014084507042254,0.1207237501445401,0.3820985570051322
77,77,0.0964912280701754,0.0143704144346052,0.4130434782608695,0.114943015736366,0.3753061657690427
96,96,0.0964912280701754,0.0143724515285389,0.4,0.0859903590415478,0.37299852602216566
69,69,0.0789473684210526,0.0143720270350049,0.3986013986013986,0.0743422682912174,0.3721924308666612
86,86,0.0964912280701754,0.0141999150920606,0.4086021505376344,0.0838195669550357,0.3672300182867418
85,85,0.0964912280701754,0.0141975780697837,0.3917525773195876,0.0825261269298025,0.36706553494771416
51,51,0.0964912280701754,0.0141402954218982,0.3877551020408163,0.0962110421218912,0.366212933335279
40,40,0.0964912280701754,0.0139826819929176,0.3986013986013986,0.102964881687508,0.3616621753625881
12,12,0.087719298245614,0.0139529293202127,0.4086021505376344,0.0941044909493579,0.3599359403319279
76,76,0.0964912280701754,0.0135954449132985,0.3958333333333333,0.0745705726922415,0.3469334432584877
21,21,0.087719298245614,0.013536271209453,0.3904109589041096,0.0817454555671204,0.34545526293101386
24,24,0.1052631578947368,0.013122497053431,0.4071428571428571,0.1162618994561207,0.33518927400427123
74,74,0.0701754385964912,0.0132060247705726,0.4014084507042254,0.0561442548280273,0.3332370585248781
79,79,0.087719298245614,0.0125667101607076,0.3917525773195876,0.0768617317911819,0.3135432818158424
112,112,0.0964912280701754,0.012377687742137,0.4100719424460431,0.0879069691763874,0.30825962176979615
63,63,0.0964912280701754,0.0119005345572019,0.3917525773195876,0.1100665469111067,0.2951065291884542
83,83,0.1052631578947368,0.0118102876193923,0.4014084507042254,0.1276829966998084,0.29464103789119167
4,4,0.0964912280701754,0.0118311508598504,0.397212543554007,0.1065318276172812,0.2924478261219283
35,35,0.0964912280701754,0.011781046708853,0.4028268551236749,0.106501485292618,0.29083016009729934
56,56,0.0964912280701754,0.0117340007375862,0.3931034482758621,0.0887723780481327,0.2874357554742976
100,100,0.087719298245614,0.0116805187282056,0.397212543554007,0.0776837005130864,0.2847481432395985
43,43,0.0964912280701754,0.0115098071474823,0.4056939501779359,0.1033206103727657,0.2817123152410748
113,113,0.087719298245614,0.0115815812980315,0.3958333333333333,0.0730146647152081,0.28119629592627626
17,17,0.0964912280701754,0.0114431773055953,0.397212543554007,0.0905427120865863,0.27817278962173203
38,38,0.087719298245614,0.0114003485203915,0.4028268551236749,0.0798679965955927,0.27580183349958676
61,61,0.0964912280701754,0.0107567999029727,0.3917525773195876,0.1101871169972745,0.2584258710624584
110,110,0.0701754385964912,0.0108655864318094,0.397212543554007,0.0545720862329478,0.2568632522013351
55,55,0.0964912280701754,0.0107035774586063,0.4071428571428571,0.1043847812507764,0.2559083297671961
37,37,0.1052631578947368,0.0106609820826135,0.3838383838383838,0.1022724654014604,0.254295423831421
3,3,0.0964912280701754,0.010663869449409,0.4028268551236749,0.1011902270150915,0.25420926236094366
103,103,0.0964912280701754,0.0107002678075351,0.4014084507042254,0.0824140717325192,0.25330252774572587
15,15,0.0964912280701754,0.0106602612652284,0.3825503355704698,0.0795128290405786,0.2517443665720273
102,102,0.0964912280701754,0.0103526526863307,0.3931034482758621,0.1195681187556512,0.24704674155580447
82,82,0.0964912280701754,0.0102463381568742,0.4130434782608695,0.1176950991867189,0.24335737134494162
52,52,0.087719298245614,0.0103606553169402,0.3986013986013986,0.0915954671016062,0.24322373376937356
18,18,0.087719298245614,0.0103799764829425,0.397212543554007,0.0756103128808733,0.24227562256777485
50,50,0.0701754385964912,0.0103852848761511,0.3958333333333333,0.0589032685798834,0.24136433901579377
34,34,0.0964912280701754,0.0101696653409269,0.4,0.1043671410931404,0.23878858146257806
70,70,0.087719298245614,0.0101441337839872,0.3904109589041096,0.0711145656803311,0.234255870537929
10,10,0.0964912280701754,0.0100953413277213,0.3958333333333333,0.0814180594905063,0.2335811974556654
109,109,0.0964912280701754,0.0097847734334803,0.4042553191489361,0.1172459962013209,0.22868208681842997
41,41,0.087719298245614,0.0098513526980104,0.397212543554007,0.0928623006913664,0.22694656610372563
90,90,0.0964912280701754,0.0097593127357717,0.3904109589041096,0.0834849396213977,0.22290400535710408
105,105,0.087719298245614,0.009539783889116,0.3812709030100334,0.0755526082403737,0.21496394914304012
16,16,0.0964912280701754,0.009130695528918,0.3944636678200692,0.0860342175703298,0.2028863953638376
94,94,0.0964912280701754,0.0090287168236836,0.4,0.0857643629140014,0.1995640186021213
80,80,0.087719298245614,0.0090628537596481,0.3762376237623762,0.0753951184865198,0.1994663918784307
23,23,0.0964912280701754,0.0089570882134055,0.3917525773195876,0.0872700108595555,0.19745223781205817
11,11,0.0789473684210526,0.0086198702136334,0.3917525773195876,0.0755966789718873,0.18508934032791075
72,72,0.0964912280701754,0.0084929461160244,0.38,0.0751207974504492,0.18100486927125664
91,91,0.0964912280701754,0.0084175626700774,0.3787375415282392,0.0825540928961503,0.17945096505508776
62,62,0.0964912280701754,0.0081172457029718,0.3851351351351351,0.1199022948896583,0.1773390398005108
97,97,0.0964912280701754,0.0081710494573563,0.3917525773195876,0.0863868760446711,0.1720709389436226
73,73,0.0964912280701754,0.0080259249766283,0.3762376237623762,0.0768172859616958,0.16609059138189677
57,57,0.0789473684210526,0.0080339395552729,0.3931034482758621,0.0681734266072388,0.16535285091654614
6,6,0.0964912280701754,0.0075893356814986,0.3851351351351351,0.1044816773382959,0.15720493127004534
66,66,0.0964912280701754,0.0075158855048337,0.3825503355704698,0.111198490388335,0.15664233193819055
92,92,0.0614035087719298,0.0077895046945918,0.3701298701298701,0.0483115924291288,0.15633305542480208
44,44,0.0964912280701754,0.0074325129265182,0.3851351351351351,0.1021432965298305,0.15177486869833443
7,7,0.087719298245614,0.0073542984820076,0.3877551020408163,0.0833677733548414,0.14539681854821376
28,28,0.087719298245614,0.0070744478578155,0.3851351351351351,0.0766308390065814,0.13535864911076248
60,60,0.0964912280701754,0.0067325258040067,0.3677419354838709,0.1103233904445162,0.132696453062749
49,49,0.087719298245614,0.0069079914855901,0.3812709030100334,0.0902578822418964,0.13259185851834182
114,114,0.0964912280701754,0.0066366417878144,0.3944636678200692,0.1164713615852208,0.131917789939131
88,88,0.087719298245614,0.0069403793847256,0.3762376237623762,0.0738906237363669,0.13064984124544032
87,87,0.087719298245614,0.0069274295654437,0.3851351351351351,0.0748396575457421,0.13037009658362853
9,9,0.087719298245614,0.0064385590608545,0.3958333333333333,0.0991370603911436,0.12035673295958117
89,89,0.087719298245614,0.0064981105526952,0.3774834437086092,0.0704515441138511,0.1159316151286894
101,101,0.0964912280701754,0.0059466680303356,0.3787375415282392,0.0772894929685929,0.0996120949693131
64,64,0.0964912280701754,0.0055228460021386,0.3665594855305466,0.1043048714870282,0.09539110065269217
58,58,0.0964912280701754,0.0050086489316693,0.360759493670886,0.107811459900023,0.08319319365090357
98,98,0.087719298245614,0.0053168859339967,0.3917525773195876,0.0807279810990077,0.080796013181735
22,22,0.087719298245614,0.0043718876283099,0.3864406779661017,0.0819208014447082,0.05367242766320393
48,48,0.087719298245614,0.0030021221558908,0.3540372670807453,0.1009896803318553,0.045178586890280585
78,78,0.087719298245614,0.0039059842191249,0.3737704918032787,0.0760316931103165,0.03852531716795287
